"id";"name";"brand";"category";"ref";"price";"cost";"sizes";"image";"color";"stock";"note";"source"
"1";"Nike kyrie irving 2";"Nike";"Mujer";"5459";"70000";"0";"36-39";"IMG-20260115-WA0072.jpg";"";"0";"";"Cali Pedidos"
"2";"Lacoste";"Lacoste";"Hombre";"5723";"60000";"0";"40,41,42,44";"IMG-20260115-WA0073.jpg";"";"0";"";"Cali Pedidos"
"3";"Nike skate kids";"Nike";"Nino";"5692";"60000";"0";"32";"IMG-20260115-WA0074.jpg";"";"0";"";"Cali Pedidos"
"4";"Nike airmax sndr";"Nike";"Mujer";"5019";"20000";"0";"36-39";"IMG-20260115-WA0075.jpg";"";"0";"";"Cali Pedidos"
"5";"Nike airmax sndr";"Nike";"Mujer";"5016";"20000";"0";"36-39";"IMG-20260115-WA0076.jpg";"";"0";"";"Cali Pedidos"
"6";"Nike jordan retro 1";"Nike";"Mujer";"4676";"50000";"0";"36";"IMG-20260115-WA0077.jpg";"";"0";"NO CAMBIO NO GARANTIA";"Cali Pedidos"
"7";"Nike legacy";"Nike";"Mujer";"5026";"60000";"0";"39";"IMG-20260115-WA0078.jpg";"";"0";"NO CAMBIO NO GARANTIA";"Cali Pedidos"
"8";"New balance 550";"New Balance";"Hombre";"4326";"60000";"0";"40";"IMG-20260115-WA0079.jpg";"";"0";"NO CAMBIO NO GARANTIA";"Cali Pedidos"
"9";"Adidas samba";"Adidas";"Mujer";"4493";"60000";"0";"36-39";"IMG-20260115-WA0080.jpg";"";"0";"NO CAMBIO NO GARANTIA";"Cali Pedidos"
"10";"Hugo boss";"Hugo Boss";"Hombre";"5551";"60000";"0";"40";"IMG-20260115-WA0081.jpg";"";"0";"NO CAMBIO NO GARANTIA";"Cali Pedidos"
"11";"Nike shox";"Nike";"Mujer";"5355";"60000";"0";"39";"IMG-20260115-WA0082.jpg";"";"0";"NO CAMBIO NO GARANTIA";"Cali Pedidos"
"12";"Adidas grand court";"Adidas";"Hombre";"5240";"30000";"0";"40";"IMG-20260115-WA0083.jpg";"";"0";"NO CAMBIO NO GARANTIA";"Cali Pedidos"
"13";"Puma california";"Puma";"Hombre";"5251";"50000";"0";"40";"IMG-20260115-WA0084.jpg";"";"0";"NO CAMBIO NO GARANTIA";"Cali Pedidos"
"14";"On cloud 5";"On";"Mujer";"5158";"60000";"0";"36-39";"IMG-20260115-WA0085.jpg";"";"0";"NO CAMBIO NO GARANTIA";"Cali Pedidos"
"15";"Nike air TN";"Nike";"Hombre";"5133";"50000";"0";"41-44";"IMG-20260115-WA0086.jpg";"";"0";"NO CAMBIO NO GARANTIA";"Cali Pedidos"
"16";"Skechers propulsion";"Skechers";"Hombre";"5230";"60000";"0";"40,41";"IMG-20260115-WA0087.jpg";"";"0";"NO CAMBIO NO GARANTIA";"Cali Pedidos"
"17";"On cloud monster";"On";"Mujer";"4468";"60000";"0";"36-39";"IMG-20260115-WA0088.jpg";"";"0";"NO CAMBIO NO GARANTIA";"Cali Pedidos"
"18";"Nike air TN";"Nike";"Mujer";"2510";"60000";"0";"38,39";"IMG-20260115-WA0089.jpg";"";"0";"NO CAMBIO NO GARANTIA";"Cali Pedidos"
"19";"Skechers propulsion";"Skechers";"Hombre";"5292";"60000";"0";"40";"IMG-20260115-WA0090.jpg";"";"0";"NO CAMBIO NO GARANTIA";"Cali Pedidos"
"20";"Nike vomero";"Nike";"Mujer";"5325";"60000";"0";"36-39";"IMG-20260115-WA0091.jpg";"";"0";"NO CAMBIO NO GARANTIA";"Cali Pedidos"
"21";"Puma cali plataforma";"Puma";"Mujer";"3351";"40000";"0";"39";"IMG-20260115-WA0092.jpg";"";"0";"NO CAMBIO NO GARANTIA";"Cali Pedidos"
"22";"Reebok kinetica";"Reebok";"Hombre";"5342";"60000";"0";"40";"IMG-20260115-WA0093.jpg";"";"0";"NO CAMBIO NO GARANTIA";"Cali Pedidos"
"23";"Nike blazer plataforma";"Nike";"Mujer";"3645";"60000";"0";"39";"IMG-20260115-WA0094.jpg";"";"0";"NO CAMBIO NO GARANTIA";"Cali Pedidos"
"24";"Adidas ultraboost 24";"Adidas";"Mujer";"4274";"60000";"0";"36-39";"IMG-20260115-WA0095.jpg";"";"0";"NO CAMBIO NO GARANTIA";"Cali Pedidos"
"25";"New balance 9020";"New Balance";"Mujer";"5295";"40000";"0";"36-39";"IMG-20260115-WA0096.jpg";"";"0";"NO CAMBIO NO GARANTIA";"Cali Pedidos"
"26";"Balenciaga speed";"Balenciaga";"Mujer";"2400";"50000";"0";"36";"IMG-20260115-WA0097.jpg";"";"0";"NO CAMBIO NO GARANTIA";"Cali Pedidos"
"27";"Nike blazer";"Nike";"Hombre";"3600";"50000";"0";"41";"IMG-20260115-WA0098.jpg";"";"0";"NO CAMBIO NO GARANTIA";"Cali Pedidos"
"28";"Adidas ultraboost 24";"Adidas";"Hombre";"4273";"60000";"0";"40,41,42,44";"IMG-20260115-WA0099.jpg";"";"0";"NO CAMBIO NO GARANTIA";"Cali Pedidos"
"29";"Nike bless";"Nike";"Mujer";"3822";"70000";"0";"36-38";"IMG-20260115-WA0100.jpg";"";"0";"";"Cali Pedidos"
"30";"New balance 550";"New Balance";"Mujer";"4271";"60000";"0";"37";"IMG-20260115-WA0101.jpg";"";"0";"NO CAMBIO NO GARANTIA";"Cali Pedidos"
"31";"New balance 550";"New Balance";"Mujer";"3470";"60000";"0";"36-39";"IMG-20260115-WA0102.jpg";"";"0";"NO CAMBIO NO GARANTIA";"Cali Pedidos"
"32";"Nike sb";"Nike";"Mujer";"3835";"60000";"0";"36-39";"IMG-20260115-WA0103.jpg";"";"0";"NO CAMBIO NO GARANTIA";"Cali Pedidos"
"33";"Nike bless";"Nike";"Mujer";"3823";"70000";"0";"36,37";"IMG-20260115-WA0104.jpg";"";"0";"";"Cali Pedidos"
"34";"Nike bless";"Nike";"Mujer";"3759";"70000";"0";"36,39";"IMG-20260115-WA0105.jpg";"";"0";"NO CAMBIO NO GARANTIA";"Cali Pedidos"
"35";"Adidas contry";"Adidas";"Hombre";"5393";"60000";"0";"40,41";"IMG-20260115-WA0106.jpg";"";"0";"NO CAMBIO NO GARANTIA";"Cali Pedidos"
"36";"Nike jordan retro 1";"Nike";"Mujer";"5409";"60000";"0";"37";"IMG-20260115-WA0107.jpg";"";"0";"NO CAMBIO NO GARANTIA";"Cali Pedidos"
"37";"Nike jordan retro 1";"Nike";"Mujer";"3387";"60000";"0";"36,37";"IMG-20260115-WA0108.jpg";"";"0";"NO CAMBIO NO GARANTIA";"Cali Pedidos"
"38";"Adidas zx 500";"Adidas";"Mujer";"3146";"70000";"0";"39";"IMG-20260115-WA0109.jpg";"";"0";"";"Cali Pedidos"
"39";"On cloud 5";"On";"Hombre";"5162";"70000";"0";"41-43";"IMG-20260115-WA0110.jpg";"";"0";"";"Cali Pedidos"
"40";"SUMBAWA STORE";"";"";"";"100000";"0";"36-40";"IMG-20260115-WA0111.jpg";"";"0";"";"SUMBAWA"
"41";"SUMBAWA STORE";"";"";"";"105000";"0";"36-40";"IMG-20260115-WA0112.jpg";"";"0";"";"SUMBAWA"
"42";"SUMBAWA STORE";"";"Mujer";"";"105000";"0";"36-44";"IMG-20260115-WA0113.jpg";"";"0";"";"SUMBAWA"
"43";"SUMBAWA STORE";"";"";"";"105000";"0";"36-40";"IMG-20260115-WA0114.jpg";"";"0";"";"SUMBAWA"
"44";"SUMBAWA STORE";"";"";"";"105000";"0";"36-40";"IMG-20260115-WA0115.jpg";"";"0";"";"SUMBAWA"
"45";"SUMBAWA STORE";"";"";"";"105000";"0";"36-40";"IMG-20260115-WA0116.jpg";"";"0";"";"SUMBAWA"
"46";"SUMBAWA STORE";"";"";"";"105000";"0";"36-40";"IMG-20260115-WA0117.jpg";"";"0";"";"SUMBAWA"
"47";"SUMBAWA STORE";"";"";"";"105000";"0";"36-40";"IMG-20260115-WA0118.jpg";"";"0";"";"SUMBAWA"
"48";"SUMBAWA STORE";"";"";"";"105000";"0";"36-40";"IMG-20260115-WA0119.jpg";"";"0";"";"SUMBAWA"
"49";"SUMBAWA STORE";"";"";"";"105000";"0";"36-40";"IMG-20260115-WA0120.jpg";"";"0";"";"SUMBAWA"
"50";"SUMBAWA STORE";"";"";"";"105000";"0";"36-40";"IMG-20260115-WA0121.jpg";"";"0";"";"SUMBAWA"
"51";"SUMBAWA STORE";"";"Mujer";"";"95000";"0";"36-44";"IMG-20260115-WA0122.jpg";"";"0";"";"SUMBAWA"
"52";"SUMBAWA STORE";"";"";"";"95000";"0";"36-40";"IMG-20260115-WA0123.jpg";"";"0";"";"SUMBAWA"
"53";"SUMBAWA STORE";"";"";"";"95000";"0";"36-40";"IMG-20260115-WA0124.jpg";"";"0";"";"SUMBAWA"
"54";"SUMBAWA STORE";"";"";"";"95000";"0";"36-40";"IMG-20260115-WA0125.jpg";"";"0";"";"SUMBAWA"
"55";"SUMBAWA STORE";"";"";"";"95000";"0";"36-40";"IMG-20260115-WA0126.jpg";"";"0";"";"SUMBAWA"
"56";"SUMBAWA STORE";"";"";"";"95";"0";"36-40";"IMG-20260115-WA0127.jpg";"";"0";"";"SUMBAWA"
"57";"SUMBAWA STORE";"";"";"";"100000";"0";"36-40";"IMG-20260115-WA0128.jpg";"";"0";"";"SUMBAWA"
"58";"SUMBAWA STORE";"";"";"";"105000";"0";"36-40";"IMG-20260115-WA0129.jpg";"";"0";"";"SUMBAWA"
"59";"SUMBAWA STORE";"";"";"";"105000";"0";"36-40";"IMG-20260115-WA0130.jpg";"";"0";"";"SUMBAWA"
"60";"SUMBAWA STORE";"";"";"";"105000";"0";"36-40";"IMG-20260115-WA0131.jpg";"";"0";"";"SUMBAWA"
"61";"SUMBAWA STORE";"";"Mujer";"";"105000";"0";"36-44";"IMG-20260115-WA0132.jpg";"";"0";"";"SUMBAWA"
"62";"SUMBAWA STORE";"";"";"";"105000";"0";"36-40";"IMG-20260115-WA0133.jpg";"";"0";"";"SUMBAWA"
"63";"SUMBAWA STORE";"";"";"";"105000";"0";"36-40";"IMG-20260115-WA0134.jpg";"";"0";"";"SUMBAWA"
"64";"SUMBAWA STORE";"";"";"";"100000";"0";"36-40";"IMG-20260115-WA0135.jpg";"";"0";"";"SUMBAWA"
"65";"SUMBAWA STORE";"";"";"";"100000";"0";"36-40";"IMG-20260115-WA0136.jpg";"";"0";"";"SUMBAWA"
"66";"SUMBAWA STORE";"";"";"";"100000";"0";"36-40";"IMG-20260115-WA0137.jpg";"";"0";"";"SUMBAWA"
"67";"SUMBAWA STORE";"";"";"";"105000";"0";"36-40";"IMG-20260115-WA0138.jpg";"";"0";"";"SUMBAWA"
"68";"SUMBAWA STORE";"";"Hombre";"";"105000";"0";"40-44";"IMG-20260115-WA0139.jpg";"";"0";"";"SUMBAWA"
"69";"SUMBAWA STORE";"";"Hombre";"";"105000";"0";"40-44";"IMG-20260115-WA0140.jpg";"";"0";"";"SUMBAWA"
"70";"SUMBAWA STORE";"";"Mujer";"";"105000";"0";"36-44";"IMG-20260115-WA0141.jpg";"";"0";"";"SUMBAWA"
"71";"SUMBAWA STORE";"";"Hombre";"";"95";"0";"40-44";"IMG-20260115-WA0142.jpg";"";"0";"";"SUMBAWA"
"72";"SUMBAWA STORE";"";"Hombre";"";"95";"0";"40-44";"IMG-20260115-WA0143.jpg";"";"0";"";"SUMBAWA"
"73";"SUMBAWA STORE";"";"Hombre";"";"95";"0";"40-44";"IMG-20260115-WA0144.jpg";"";"0";"";"SUMBAWA"
"74";"SUMBAWA STORE";"";"";"";"105000";"0";"36-40";"IMG-20260115-WA0145.jpg";"";"0";"";"SUMBAWA"
"75";"SUMBAWA STORE";"";"";"";"100";"0";"36-40";"IMG-20260115-WA0146.jpg";"";"0";"";"SUMBAWA"
"76";"SUMBAWA STORE";"";"Mujer";"";"105000";"0";"36-44";"IMG-20260115-WA0147.jpg";"";"0";"";"SUMBAWA"
"77";"SUMBAWA STORE";"";"";"";"105000";"0";"36-40";"IMG-20260115-WA0148.jpg";"";"0";"";"SUMBAWA"
"78";"SUMBAWA STORE";"";"Mujer";"";"100000";"0";"36-44";"IMG-20260115-WA0149.jpg";"";"0";"";"SUMBAWA"
"79";"SUMBAWA STORE";"";"";"";"100000";"0";"36-40";"IMG-20260115-WA0150.jpg";"";"0";"";"SUMBAWA"
"80";"SUMBAWA STORE";"";"";"";"95";"0";"36-40";"IMG-20260115-WA0151.jpg";"";"0";"";"SUMBAWA"
"81";"SUMBAWA STORE";"";"";"";"95";"0";"36-40";"IMG-20260115-WA0152.jpg";"";"0";"";"SUMBAWA"
"82";"SUMBAWA STORE";"";"";"";"95";"0";"36-40";"IMG-20260115-WA0153.jpg";"";"0";"";"SUMBAWA"
"83";"SUMBAWA STORE";"";"";"";"95";"0";"36-40";"IMG-20260115-WA0154.jpg";"";"0";"";"SUMBAWA"
"84";"SUMBAWA STORE";"";"";"";"100000";"0";"36-40";"IMG-20260115-WA0155.jpg";"";"0";"";"SUMBAWA"
"85";"SUMBAWA STORE";"";"";"";"100000";"0";"36-40";"IMG-20260115-WA0156.jpg";"";"0";"";"SUMBAWA"
"86";"SUMBAWA STORE";"";"";"";"105000";"0";"36-40";"IMG-20260115-WA0157.jpg";"";"0";"";"SUMBAWA"
"87";"SUMBAWA STORE";"";"Mujer";"";"105000";"0";"36-44";"IMG-20260115-WA0158.jpg";"";"0";"";"SUMBAWA"
"88";"SUMBAWA STORE";"";"Mujer";"";"105000";"0";"36-44";"IMG-20260115-WA0159.jpg";"";"0";"";"SUMBAWA"
"89";"Nike shox";"Nike";"Hombre";"5171";"60000";"0";"40,41";"IMG-20260115-WA0160.jpg";"";"0";"";"Cali Pedidos"
"90";"Nike alpha zoom";"Nike";"Mujer";"5426";"60000";"0";"38";"IMG-20260115-WA0161.jpg";"";"0";"";"Cali Pedidos"
"91";"NIKE DN";"Nike";"";"";"65000";"0";"36-41";"IMG-20260115-WA0171.jpg";"";"0";"";"SUMBAWA"
"92";"NIKE DN";"Nike";"";"";"65000";"0";"36-39";"IMG-20260115-WA0174.jpg";"";"0";"";"SUMBAWA"
"93";"NIKE DN";"Nike";"";"";"65000";"0";"36-39";"IMG-20260115-WA0175.jpg";"";"0";"";"SUMBAWA"
"94";"NIKE VOMERO";"Nike";"";"";"60000";"0";"36-39";"IMG-20260115-WA0183.jpg";"";"0";"";"SUMBAWA"
"95";"NIKE VOMERO";"Nike";"";"";"65000";"0";"36-44";"IMG-20260115-WA0186.jpg";"";"0";"";"SUMBAWA"
"96";"BALENCIAGA TRIPLE S";"Balenciaga";"";"";"0";"0";"60";"IMG-20260116-WA0022.jpg";"";"0";"";"Cali Pedidos"
"97";"ARMANI EXCHANGE";"";"";"";"60000";"0";"60,000,2529,40,41,42";"IMG-20260116-WA0023.jpg";"";"0";"";"Cali Pedidos"
"98";"HUGO BOSS";"Hugo Boss";"";"";"60000";"0";"60";"IMG-20260116-WA0024.jpg";"";"0";"";"Cali Pedidos"
"99";"AMIRI";"";"";"";"0";"0";"75";"IMG-20260116-WA0025.jpg";"";"0";"";"Cali Pedidos"
"100";"AMIRI";"";"";"";"0";"0";"36-39";"IMG-20260116-WA0026.jpg";"";"0";"";"Cali Pedidos"
"101";"NIKE BLAZER MID";"Nike";"";"";"60000";"0";"60";"IMG-20260116-WA0027.jpg";"";"0";"";"Cali Pedidos"
"102";"NIKE CORRELATE";"Nike";"";"";"50000";"0";"50,000,2058,36,37,39";"IMG-20260116-WA0028.jpg";"";"0";"";"Cali Pedidos"
"103";"NIKE AF1 1.1";"Nike";"";"";"0";"0";"1";"IMG-20260116-WA0029.jpg";"";"0";"";"Cali Pedidos"
"104";"ADIDAS SAMBA";"Adidas";"";"";"50000";"0";"50";"IMG-20260116-WA0030.jpg";"";"0";"NO CAMBIO NO GARANTIA";"Cali Pedidos"
"105";"PUMA MIRAGE";"Puma";"";"";"50000";"0";"50";"IMG-20260116-WA0031.jpg";"";"0";"NO CAMBIO NO GARANTIA";"Cali Pedidos"
"106";"NIKE AIRMAX";"Nike";"";"";"0";"0";"60,000,2254,40,41,44";"IMG-20260116-WA0032.jpg";"";"0";"NO CAMBIO NO GARANTIA";"Cali Pedidos"
"107";"ON CLOUD";"On";"";"";"0";"0";"40,41";"IMG-20260116-WA0033.jpg";"";"0";"NO CAMBIO NO GARANTIA";"Cali Pedidos"
"108";"CONVERSE";"Converse";"";"";"0";"0";"60,000,2287,36,37,39";"IMG-20260116-WA0034.jpg";"";"0";"";"Cali Pedidos"
"109";"NIKE BAILLELI";"Nike";"";"";"0";"0";"60";"IMG-20260116-WA0035.jpg";"";"0";"";"Cali Pedidos"
"110";"NIKE ZOOM";"Nike";"Nino";"";"55000";"0";"55";"IMG-20260116-WA0036.jpg";"";"0";"";"Cali Pedidos"
"111";"NIKE ZOOM";"Nike";"Nino";"";"55000";"0";"55";"IMG-20260116-WA0037.jpg";"";"0";"";"Cali Pedidos"
"112";"NIKE DN";"Nike";"Nino";"";"55000";"0";"55";"IMG-20260116-WA0038.jpg";"";"0";"";"Cali Pedidos"
"113";"NIKE DN";"Nike";"Nino";"";"55000";"0";"55";"IMG-20260116-WA0039.jpg";"";"0";"";"Cali Pedidos"
"114";"NIKE ZOOM";"Nike";"";"";"60000";"0";"60";"IMG-20260116-WA0040.jpg";"";"0";"";"Cali Pedidos"
"115";"NIKE ZOOM";"Nike";"";"";"60000";"0";"60";"IMG-20260116-WA0041.jpg";"";"0";"";"Cali Pedidos"
"116";"ASICS RUNNING";"Asics";"";"";"60000";"0";"60";"IMG-20260116-WA0042.jpg";"";"0";"";"Cali Pedidos"
"117";"NIKE AIR MAX";"Nike";"";"";"60000";"0";"60";"IMG-20260116-WA0043.jpg";"";"0";"";"Cali Pedidos"
"118";"NEW BALANCE FRESH X KAIHA";"New Balance";"";"";"75000";"0";"75";"IMG-20260116-WA0044.jpg";"";"0";"";"Cali Pedidos"
"119";"PUMA SUEDE ONE PIECE";"Puma";"";"";"60000";"0";"40-43";"IMG-20260116-WA0045.jpg";"";"0";"";"Cali Pedidos"
"120";"HUGO BOSS";"Hugo Boss";"";"";"60000";"0";"60";"IMG-20260116-WA0046.jpg";"";"0";"";"Cali Pedidos"
"121";"HUGO BOSS";"Hugo Boss";"";"";"60000";"0";"60";"IMG-20260116-WA0047.jpg";"";"0";"";"Cali Pedidos"
"122";"HUGO BOSS";"Hugo Boss";"";"";"60000";"0";"40,41";"IMG-20260116-WA0048.jpg";"";"0";"";"Cali Pedidos"
"123";"HUGO BOSS";"Hugo Boss";"";"";"60000";"0";"40,41";"IMG-20260116-WA0049.jpg";"";"0";"";"Cali Pedidos"
"124";"VALENTINO";"";"";"";"60000";"0";"60";"IMG-20260116-WA0050.jpg";"";"0";"";"Cali Pedidos"
"125";"VALENTINO";"";"";"";"60000";"0";"60";"IMG-20260116-WA0051.jpg";"";"0";"";"Cali Pedidos"
"126";"HUGO BOSS";"Hugo Boss";"";"";"60000";"0";"60";"IMG-20260116-WA0052.jpg";"";"0";"";"Cali Pedidos"
"127";"HUGO BOSS";"Hugo Boss";"";"";"60000";"0";"60";"IMG-20260116-WA0053.jpg";"";"0";"";"Cali Pedidos"
"128";"HUGO BOSS";"Hugo Boss";"";"";"60000";"0";"60";"IMG-20260116-WA0054.jpg";"";"0";"";"Cali Pedidos"
"129";"NIKE ZOOM ALPHAFLY";"Nike";"";"";"55000";"0";"36-41";"IMG-20260116-WA0055.jpg";"";"0";"";"Cali Pedidos"
"130";"NIKE ZOOM ALPHAFLY";"Nike";"";"";"55000";"0";"36-41";"IMG-20260116-WA0056.jpg";"";"0";"";"Cali Pedidos"
"131";"NIKE ZOOM ALPHAFLY";"Nike";"";"";"55000";"0";"36-44";"IMG-20260116-WA0057.jpg";"";"0";"";"Cali Pedidos"
"132";"ARMANI EXCHANGE";"";"";"";"0";"0";"60";"IMG-20260116-WA0058.jpg";"";"0";"";"Cali Pedidos"
"133";"PUMA SUEDE XL";"Puma";"Nino";"";"55000";"0";"55,000,2476,29,31,32,33";"IMG-20260116-WA0059.jpg";"";"0";"";"Cali Pedidos"
"134";"PUMA SUEDE XL";"Puma";"Nino";"";"55000";"0";"29,31";"IMG-20260116-WA0060.jpg";"";"0";"";"Cali Pedidos"
"135";"NIKE ZOOM";"Nike";"";"";"0";"0";"60";"IMG-20260116-WA0061.jpg";"";"0";"";"Cali Pedidos"
"136";"AMIRI";"";"";"";"0";"0";"36-39";"IMG-20260116-WA0062.jpg";"";"0";"";"Cali Pedidos"
"137";"NEW BALANCE 999";"New Balance";"";"";"0";"0";"999,60,000,2516,36,37,38";"IMG-20260116-WA0063.jpg";"";"0";"";"Cali Pedidos"
"138";"ARMANI EXCHANGE";"";"";"";"60000";"0";"60";"IMG-20260116-WA0064.jpg";"";"0";"";"Cali Pedidos"
"139";"NIKE DN";"Nike";"Nino";"";"60000";"0";"60";"IMG-20260116-WA0098.jpg";"";"0";"";"SUMBAWA"
"140";"NIKE TN LIGHT";"Nike";"";"";"70000";"0";"70";"IMG-20260116-WA0100.jpg";"";"0";"";"SUMBAWA"
"141";"VANS KNU SKOOL";"Vans";"";"";"95000";"0";"40-44";"IMG-20260116-WA0136.jpg";"";"0";"";"SUMBAWA"
"142";"PUMA CALIFORNIA";"Puma";"";"";"95000";"0";"40-45";"IMG-20260116-WA0137.jpg";"";"0";"";"SUMBAWA"
"143";"NIKE ZOOM HAPPY";"Nike";"";"";"80000";"0";"36-44";"IMG-20260116-WA0138.jpg";"";"0";"";"SUMBAWA"
"144";"NIKE AF1 BILLIE EILISH";"Nike";"";"";"95000";"0";"36-44";"IMG-20260116-WA0139.jpg";"";"0";"";"SUMBAWA"
"145";"NIKE AF1 BILLIE EILISH";"Nike";"";"";"95000";"0";"40-44";"IMG-20260116-WA0140.jpg";"";"0";"";"SUMBAWA"
"146";"NIKE ZOOM";"Nike";"";"";"85000";"0";"90,000,2874,40,41,42,44,85,000";"IMG-20260116-WA0141.jpg";"";"0";"";"SUMBAWA"
"147";"NIKE ZOOM";"Nike";"";"";"85000";"0";"40-44";"IMG-20260116-WA0142.jpg";"";"0";"";"SUMBAWA"
"148";"VANS OLD SKOOL";"Vans";"";"";"90000";"0";"36-44";"IMG-20260116-WA0143.jpg";"";"0";"";"SUMBAWA"
"149";"VANS KNU SKOOL";"Vans";"";"";"95000";"0";"36-44";"IMG-20260116-WA0144.jpg";"";"0";"";"SUMBAWA"
"150";"VANS KNU SKOOL";"Vans";"";"";"95000";"0";"41-44";"IMG-20260116-WA0145.jpg";"";"0";"";"SUMBAWA"
"151";"HUGO BOSS";"Hugo Boss";"";"";"100000";"0";"40-44";"IMG-20260116-WA0146.jpg";"";"0";"";"SUMBAWA"
"152";"HUGO BOSS";"Hugo Boss";"";"";"100000";"0";"40-44";"IMG-20260116-WA0147.jpg";"";"0";"";"SUMBAWA"
"153";"NIKE ZOOM";"Nike";"";"";"85000";"0";"36-39";"IMG-20260116-WA0148.jpg";"";"0";"";"SUMBAWA"
"154";"NIKE ZOOM";"Nike";"";"";"85000";"0";"36-39";"IMG-20260116-WA0149.jpg";"";"0";"";"SUMBAWA"
"155";"NIKE ZOOM";"Nike";"";"";"85000";"0";"90,000,2873,40,41,42,44,85,000";"IMG-20260116-WA0150.jpg";"";"0";"";"SUMBAWA"
"156";"EMPORIO ARMANI";"";"";"";"95000";"0";"40-44";"IMG-20260116-WA0151.jpg";"";"0";"";"SUMBAWA"
"157";"EMPORIO ARMANI";"";"";"";"95000";"0";"40-44";"IMG-20260116-WA0152.jpg";"";"0";"";"SUMBAWA"
"158";"HUGO BOSS";"Hugo Boss";"";"";"100000";"0";"40-44";"IMG-20260116-WA0154.jpg";"";"0";"";"SUMBAWA"
"159";"HUGO BOSS";"Hugo Boss";"";"";"100000";"0";"40-44";"IMG-20260116-WA0155.jpg";"";"0";"";"SUMBAWA"
"160";"ADIDAS ADISTAR";"Adidas";"";"";"90000";"0";"40-44";"IMG-20260116-WA0156.jpg";"";"0";"";"SUMBAWA"
"161";"ADIDAS ADISTAR";"Adidas";"";"";"90000";"0";"40-44";"IMG-20260116-WA0157.jpg";"";"0";"";"SUMBAWA"
"162";"EMPORIO ARMANI";"";"";"";"95000";"0";"40-44";"IMG-20260116-WA0158.jpg";"";"0";"";"SUMBAWA"
"163";"EMPORIO ARMANI";"";"";"";"95000";"0";"40-44";"IMG-20260116-WA0159.jpg";"";"0";"";"SUMBAWA"
"164";"EMPORIO ARMANI";"";"";"";"95000";"0";"40-44";"IMG-20260116-WA0160.jpg";"";"0";"";"SUMBAWA"
"165";"SKECHERS MAX";"Skechers";"";"";"90000";"0";"40-44";"IMG-20260116-WA0161.jpg";"";"0";"";"SUMBAWA"
"166";"ADIDAS ADISTAR";"Adidas";"";"";"90000";"0";"36-39";"IMG-20260116-WA0162.jpg";"";"0";"";"SUMBAWA"
"167";"ADIDAS ADISTAR";"Adidas";"";"";"90000";"0";"36-44";"IMG-20260116-WA0163.jpg";"";"0";"";"SUMBAWA"
"168";"ADIDAS ADISTAR";"Adidas";"";"";"90000";"0";"36-39";"IMG-20260116-WA0164.jpg";"";"0";"";"SUMBAWA"
"169";"ADIDAS ADISTAR";"Adidas";"";"";"90000";"0";"40-44";"IMG-20260116-WA0165.jpg";"";"0";"";"SUMBAWA"
"170";"TOMMY HILFIGER";"Tommy Hilfiger";"";"";"95000";"0";"40-44";"IMG-20260116-WA0166.jpg";"";"0";"";"SUMBAWA"
"171";"SKECHERS MAX";"Skechers";"";"";"90000";"0";"40-44";"IMG-20260116-WA0167.jpg";"";"0";"";"SUMBAWA"
"172";"SKECHERS MAX";"Skechers";"";"";"90000";"0";"40-44";"IMG-20260116-WA0168.jpg";"";"0";"";"SUMBAWA"
"173";"SKECHERS MAX";"Skechers";"";"";"90000";"0";"40-44";"IMG-20260116-WA0169.jpg";"";"0";"";"SUMBAWA"
"174";"SKECHERS MAX";"Skechers";"";"";"90000";"0";"40-44";"IMG-20260116-WA0170.jpg";"";"0";"";"SUMBAWA"
"175";"NIKE ZOOM X HAPPY DAMA Y  HOMBRE (eur 41)  $75.000";"Nike";"Mujer";"";"75000";"0";"132";"IMG-20260116-WA0171.jpg";"";"0";"";"Cali Pedidos"
"176";"DIESEL STYCHE HOMBRE (eur 40,41) $85.000";"";"Hombre";"";"85000";"0";"548";"IMG-20260116-WA0172.jpg";"";"0";"";"Cali Pedidos"
"177";"DIESEL STYCHE HOMBRE $85.000";"";"Hombre";"";"85000";"0";"549";"IMG-20260116-WA0173.jpg";"";"0";"";"Cali Pedidos"
"178";"NIKE AF1  HOMBRE (eur 40,41)  $75.000";"Nike";"Hombre";"";"75000";"0";"539";"IMG-20260116-WA0174.jpg";"";"0";"";"Cali Pedidos"
"179";"BAPE STAR HOMBRE (eur 40,44)  $110.000";"";"Hombre";"";"110000";"0";"323";"IMG-20260116-WA0175.jpg";"";"0";"";"Cali Pedidos"
"180";"LECOQ JT HOMBRE (eur 40)  $80.000";"";"Hombre";"";"80000";"0";"528";"IMG-20260116-WA0176.jpg";"";"0";"";"Cali Pedidos"
"181";"OFF WHITE BR  HOMBRE (eur 40)  $100.000";"";"Hombre";"";"100000";"0";"545";"IMG-20260116-WA0177.jpg";"";"0";"";"Cali Pedidos"
"182";"OFF WHITE BR  HOMBRE (eur 40,44) $100.000";"";"Hombre";"";"100000";"0";"546";"IMG-20260116-WA0178.jpg";"";"0";"";"Cali Pedidos"
"183";"COACH SPORT  HOMBRE (eur 40)  $95.000";"";"Hombre";"";"95000";"0";"567";"IMG-20260116-WA0179.jpg";"";"0";"";"Cali Pedidos"
"184";"COACH SPORT  HOMBRE $95.000";"";"Hombre";"";"95000";"0";"564";"IMG-20260116-WA0180.jpg";"";"0";"";"Cali Pedidos"
