"id";"name";"brand";"category";"ref";"price";"cost";"sizes";"image";"color";"stock";"note";"source"
"1";"Nike kyrie irving 2";"";"Mujer";"5459";"70000";"0";"36-39";"IMG-20260115-WA0072.jpg";"";"0";"";"Cali Pedidos"
"2";"Lacoste";"";"Hombre";"5723";"60000";"0";"40,41,42,44";"IMG-20260115-WA0073.jpg";"";"0";"";"Cali Pedidos"
"3";"Nike skate kids";"";"Nino";"5692";"60000";"0";"32";"IMG-20260115-WA0074.jpg";"";"0";"";"Cali Pedidos"
"4";"Nike airmax sndr";"";"Mujer";"5019";"20000";"0";"36-39";"IMG-20260115-WA0075.jpg";"";"0";"";"Cali Pedidos"
"5";"Nike airmax sndr";"";"Mujer";"5016";"20000";"0";"36-39";"IMG-20260115-WA0076.jpg";"";"0";"";"Cali Pedidos"
"6";"Nike jordan retro 1";"";"Mujer";"4676";"50000";"0";"36";"IMG-20260115-WA0077.jpg";"";"0";"NO CAMBIO NO GARANTIA";"Cali Pedidos"
"7";"Nike legacy";"";"Mujer";"5026";"60000";"0";"39";"IMG-20260115-WA0078.jpg";"";"0";"NO CAMBIO NO GARANTIA";"Cali Pedidos"
"8";"New balance 550";"";"Hombre";"4326";"60000";"0";"40";"IMG-20260115-WA0079.jpg";"";"0";"NO CAMBIO NO GARANTIA";"Cali Pedidos"
"9";"Adidas samba";"";"Mujer";"4493";"60000";"0";"36-39";"IMG-20260115-WA0080.jpg";"";"0";"NO CAMBIO NO GARANTIA";"Cali Pedidos"
"10";"Hugo boss";"";"Hombre";"5551";"60000";"0";"40";"IMG-20260115-WA0081.jpg";"";"0";"NO CAMBIO NO GARANTIA";"Cali Pedidos"
"11";"Nike shox";"";"Mujer";"5355";"60000";"0";"39";"IMG-20260115-WA0082.jpg";"";"0";"NO CAMBIO NO GARANTIA";"Cali Pedidos"
"12";"Adidas grand court";"";"Hombre";"5240";"30000";"0";"40";"IMG-20260115-WA0083.jpg";"";"0";"NO CAMBIO NO GARANTIA";"Cali Pedidos"
"13";"Adidas grand court";"";"Mujer";"5241";"30000";"0";"36";"IMG-20260115-WA0083.jpg";"";"0";"NO CAMBIO NO GARANTIA";"Cali Pedidos"
"14";"Puma california";"";"Hombre";"5251";"50000";"0";"40";"IMG-20260115-WA0084.jpg";"";"0";"NO CAMBIO NO GARANTIA";"Cali Pedidos"
"15";"On cloud 5";"";"Mujer";"5158";"60000";"0";"36-39";"IMG-20260115-WA0085.jpg";"";"0";"NO CAMBIO NO GARANTIA";"Cali Pedidos"
"16";"Nike air TN";"";"Hombre";"5133";"50000";"0";"41-44";"IMG-20260115-WA0086.jpg";"";"0";"NO CAMBIO NO GARANTIA";"Cali Pedidos"
"17";"Skechers propulsion";"";"Hombre";"5230";"60000";"0";"40,41";"IMG-20260115-WA0087.jpg";"";"0";"NO CAMBIO NO GARANTIA";"Cali Pedidos"
"18";"On cloud monster";"";"Mujer";"4468";"60000";"0";"36-39";"IMG-20260115-WA0088.jpg";"";"0";"NO CAMBIO NO GARANTIA";"Cali Pedidos"
"19";"Nike air TN";"";"Mujer";"2510";"60000";"0";"38,39";"IMG-20260115-WA0089.jpg";"";"0";"NO CAMBIO NO GARANTIA";"Cali Pedidos"
"20";"Skechers propulsion";"";"Hombre";"5292";"60000";"0";"40";"IMG-20260115-WA0090.jpg";"";"0";"NO CAMBIO NO GARANTIA";"Cali Pedidos"
"21";"Nike vomero";"";"Mujer";"5325";"60000";"0";"36-39";"IMG-20260115-WA0091.jpg";"";"0";"NO CAMBIO NO GARANTIA";"Cali Pedidos"
"22";"Puma cali plataforma";"";"Mujer";"3351";"40000";"0";"39";"IMG-20260115-WA0092.jpg";"";"0";"NO CAMBIO NO GARANTIA";"Cali Pedidos"
"23";"Reebok kinetica";"";"Hombre";"5342";"60000";"0";"40";"IMG-20260115-WA0093.jpg";"";"0";"NO CAMBIO NO GARANTIA";"Cali Pedidos"
"24";"Nike blazer plataforma";"";"Mujer";"3645";"60000";"0";"39";"IMG-20260115-WA0094.jpg";"";"0";"NO CAMBIO NO GARANTIA";"Cali Pedidos"
"25";"Adidas ultraboost 24";"";"Mujer";"4274";"60000";"0";"36-39";"IMG-20260115-WA0095.jpg";"";"0";"NO CAMBIO NO GARANTIA";"Cali Pedidos"
"26";"New balance 9020";"";"Mujer";"5295";"40000";"0";"36-39";"IMG-20260115-WA0096.jpg";"";"0";"NO CAMBIO NO GARANTIA";"Cali Pedidos"
"27";"Balenciaga speed";"";"Mujer";"2400";"50000";"0";"36";"IMG-20260115-WA0097.jpg";"";"0";"NO CAMBIO NO GARANTIA";"Cali Pedidos"
"28";"Nike blazer";"";"Hombre";"3600";"50000";"0";"41";"IMG-20260115-WA0098.jpg";"";"0";"NO CAMBIO NO GARANTIA";"Cali Pedidos"
"29";"Adidas ultraboost 24";"";"Hombre";"4273";"60000";"0";"40,41,42,44";"IMG-20260115-WA0099.jpg";"";"0";"NO CAMBIO NO GARANTIA";"Cali Pedidos"
"30";"Nike bless";"";"Mujer";"3822";"70000";"0";"36-38";"IMG-20260115-WA0100.jpg";"";"0";"";"Cali Pedidos"
"31";"New balance 550";"";"Mujer";"4271";"60000";"0";"37";"IMG-20260115-WA0101.jpg";"";"0";"NO CAMBIO NO GARANTIA";"Cali Pedidos"
"32";"Adidas ultraboost 24";"";"Mujer";"4272";"60000";"0";"36-39";"IMG-20260115-WA0099.jpg";"";"0";"NO CAMBIO NO GARANTIA";"Cali Pedidos"
"33";"New balance 550";"";"Mujer";"3470";"60000";"0";"36-39";"IMG-20260115-WA0102.jpg";"";"0";"NO CAMBIO NO GARANTIA";"Cali Pedidos"
"34";"Nike sb";"";"Mujer";"3835";"60000";"0";"36-39";"IMG-20260115-WA0103.jpg";"";"0";"NO CAMBIO NO GARANTIA";"Cali Pedidos"
"35";"Nike bless";"";"Mujer";"3823";"70000";"0";"36,37";"IMG-20260115-WA0104.jpg";"";"0";"";"Cali Pedidos"
"36";"Nike bless";"";"Mujer";"3759";"70000";"0";"36,39";"IMG-20260115-WA0105.jpg";"";"0";"NO CAMBIO NO GARANTIA";"Cali Pedidos"
"37";"Adidas contry";"";"Hombre";"5393";"60000";"0";"40,41";"IMG-20260115-WA0106.jpg";"";"0";"NO CAMBIO NO GARANTIA";"Cali Pedidos"
"38";"Nike jordan retro 1";"";"Mujer";"5409";"60000";"0";"37";"IMG-20260115-WA0107.jpg";"";"0";"NO CAMBIO NO GARANTIA";"Cali Pedidos"
"39";"Nike jordan retro 1";"";"Mujer";"3387";"60000";"0";"36,37";"IMG-20260115-WA0108.jpg";"";"0";"NO CAMBIO NO GARANTIA";"Cali Pedidos"
"40";"Adidas zx 500";"";"Mujer";"3146";"70000";"0";"39";"IMG-20260115-WA0109.jpg";"";"0";"";"Cali Pedidos"
"41";"On cloud 5";"";"Hombre";"5162";"70000";"0";"41-43";"IMG-20260115-WA0110.jpg";"";"0";"";"Cali Pedidos"
"42";"SUMBAWA STORE";"";"";"";"100000";"0";"36-40";"IMG-20260115-WA0111.jpg";"";"0";"";"SUMBAWA"
"43";"SUMBAWA STORE";"";"";"";"105000";"0";"36-40";"IMG-20260115-WA0112.jpg";"";"0";"";"SUMBAWA"
"44";"SUMBAWA STORE";"";"Mujer";"";"105000";"0";"36-44";"IMG-20260115-WA0113.jpg";"";"0";"";"SUMBAWA"
"45";"SUMBAWA STORE";"";"";"";"105000";"0";"36-40";"IMG-20260115-WA0114.jpg";"";"0";"";"SUMBAWA"
"46";"SUMBAWA STORE";"";"";"";"105000";"0";"36-40";"IMG-20260115-WA0115.jpg";"";"0";"";"SUMBAWA"
"47";"SUMBAWA STORE";"";"";"";"105000";"0";"36-40";"IMG-20260115-WA0116.jpg";"";"0";"";"SUMBAWA"
"48";"SUMBAWA STORE";"";"";"";"105000";"0";"36-40";"IMG-20260115-WA0117.jpg";"";"0";"";"SUMBAWA"
"49";"SUMBAWA STORE";"";"";"";"105000";"0";"36-40";"IMG-20260115-WA0118.jpg";"";"0";"";"SUMBAWA"
"50";"SUMBAWA STORE";"";"";"";"105000";"0";"36-40";"IMG-20260115-WA0119.jpg";"";"0";"";"SUMBAWA"
"51";"SUMBAWA STORE";"";"";"";"105000";"0";"36-40";"IMG-20260115-WA0120.jpg";"";"0";"";"SUMBAWA"
"52";"SUMBAWA STORE";"";"";"";"105000";"0";"36-40";"IMG-20260115-WA0121.jpg";"";"0";"";"SUMBAWA"
"53";"SUMBAWA STORE";"";"Mujer";"";"95000";"0";"36-44";"IMG-20260115-WA0122.jpg";"";"0";"";"SUMBAWA"
"54";"SUMBAWA STORE";"";"";"";"95000";"0";"36-40";"IMG-20260115-WA0123.jpg";"";"0";"";"SUMBAWA"
"55";"SUMBAWA STORE";"";"";"";"95000";"0";"36-40";"IMG-20260115-WA0124.jpg";"";"0";"";"SUMBAWA"
"56";"SUMBAWA STORE";"";"";"";"95000";"0";"36-40";"IMG-20260115-WA0125.jpg";"";"0";"";"SUMBAWA"
"57";"SUMBAWA STORE";"";"";"";"95000";"0";"36-40";"IMG-20260115-WA0126.jpg";"";"0";"";"SUMBAWA"
"58";"SUMBAWA STORE";"";"";"";"95";"0";"36-40";"IMG-20260115-WA0127.jpg";"";"0";"";"SUMBAWA"
"59";"SUMBAWA STORE";"";"";"";"100000";"0";"36-40";"IMG-20260115-WA0128.jpg";"";"0";"";"SUMBAWA"
"60";"SUMBAWA STORE";"";"";"";"105000";"0";"36-40";"IMG-20260115-WA0129.jpg";"";"0";"";"SUMBAWA"
"61";"SUMBAWA STORE";"";"";"";"105000";"0";"36-40";"IMG-20260115-WA0130.jpg";"";"0";"";"SUMBAWA"
"62";"SUMBAWA STORE";"";"";"";"105000";"0";"36-40";"IMG-20260115-WA0131.jpg";"";"0";"";"SUMBAWA"
"63";"SUMBAWA STORE";"";"Mujer";"";"105000";"0";"36-44";"IMG-20260115-WA0132.jpg";"";"0";"";"SUMBAWA"
"64";"SUMBAWA STORE";"";"";"";"105000";"0";"36-40";"IMG-20260115-WA0133.jpg";"";"0";"";"SUMBAWA"
"65";"SUMBAWA STORE";"";"";"";"105000";"0";"36-40";"IMG-20260115-WA0134.jpg";"";"0";"";"SUMBAWA"
"66";"SUMBAWA STORE";"";"";"";"100000";"0";"36-40";"IMG-20260115-WA0135.jpg";"";"0";"";"SUMBAWA"
"67";"SUMBAWA STORE";"";"";"";"100000";"0";"36-40";"IMG-20260115-WA0136.jpg";"";"0";"";"SUMBAWA"
"68";"SUMBAWA STORE";"";"";"";"100000";"0";"36-40";"IMG-20260115-WA0137.jpg";"";"0";"";"SUMBAWA"
"69";"SUMBAWA STORE";"";"";"";"105000";"0";"36-40";"IMG-20260115-WA0138.jpg";"";"0";"";"SUMBAWA"
"70";"SUMBAWA STORE";"";"Hombre";"";"105000";"0";"40-44";"IMG-20260115-WA0139.jpg";"";"0";"";"SUMBAWA"
"71";"SUMBAWA STORE";"";"Hombre";"";"105000";"0";"40-44";"IMG-20260115-WA0140.jpg";"";"0";"";"SUMBAWA"
"72";"SUMBAWA STORE";"";"Mujer";"";"105000";"0";"36-44";"IMG-20260115-WA0141.jpg";"";"0";"";"SUMBAWA"
"73";"SUMBAWA STORE";"";"Hombre";"";"95";"0";"40-44";"IMG-20260115-WA0142.jpg";"";"0";"";"SUMBAWA"
"74";"SUMBAWA STORE";"";"Hombre";"";"95";"0";"40-44";"IMG-20260115-WA0143.jpg";"";"0";"";"SUMBAWA"
"75";"SUMBAWA STORE";"";"Hombre";"";"95";"0";"40-44";"IMG-20260115-WA0144.jpg";"";"0";"";"SUMBAWA"
"76";"SUMBAWA STORE";"";"";"";"105000";"0";"36-40";"IMG-20260115-WA0145.jpg";"";"0";"";"SUMBAWA"
"77";"SUMBAWA STORE";"";"";"";"100";"0";"36-40";"IMG-20260115-WA0146.jpg";"";"0";"";"SUMBAWA"
"78";"SUMBAWA STORE";"";"Mujer";"";"105000";"0";"36-44";"IMG-20260115-WA0147.jpg";"";"0";"";"SUMBAWA"
"79";"SUMBAWA STORE";"";"";"";"105000";"0";"36-40";"IMG-20260115-WA0148.jpg";"";"0";"";"SUMBAWA"
"80";"SUMBAWA STORE";"";"Mujer";"";"100000";"0";"36-44";"IMG-20260115-WA0149.jpg";"";"0";"";"SUMBAWA"
"81";"SUMBAWA STORE";"";"";"";"100000";"0";"36-40";"IMG-20260115-WA0150.jpg";"";"0";"";"SUMBAWA"
"82";"SUMBAWA STORE";"";"";"";"95";"0";"36-40";"IMG-20260115-WA0151.jpg";"";"0";"";"SUMBAWA"
"83";"SUMBAWA STORE";"";"";"";"95";"0";"36-40";"IMG-20260115-WA0152.jpg";"";"0";"";"SUMBAWA"
"84";"SUMBAWA STORE";"";"";"";"95";"0";"36-40";"IMG-20260115-WA0153.jpg";"";"0";"";"SUMBAWA"
"85";"SUMBAWA STORE";"";"";"";"95";"0";"36-40";"IMG-20260115-WA0154.jpg";"";"0";"";"SUMBAWA"
"86";"SUMBAWA STORE";"";"";"";"100000";"0";"36-40";"IMG-20260115-WA0155.jpg";"";"0";"";"SUMBAWA"
"87";"SUMBAWA STORE";"";"";"";"100000";"0";"36-40";"IMG-20260115-WA0156.jpg";"";"0";"";"SUMBAWA"
"88";"SUMBAWA STORE";"";"";"";"105000";"0";"36-40";"IMG-20260115-WA0157.jpg";"";"0";"";"SUMBAWA"
"89";"SUMBAWA STORE";"";"Mujer";"";"105000";"0";"36-44";"IMG-20260115-WA0158.jpg";"";"0";"";"SUMBAWA"
"90";"SUMBAWA STORE";"";"Mujer";"";"105000";"0";"36-44";"IMG-20260115-WA0159.jpg";"";"0";"";"SUMBAWA"
"91";"Nike shox";"";"Hombre";"5171";"60000";"0";"40,41";"IMG-20260115-WA0160.jpg";"";"0";"";"Cali Pedidos"
"92";"Nike alpha zoom";"";"Mujer";"5426";"60000";"0";"38";"IMG-20260115-WA0161.jpg";"";"0";"";"Cali Pedidos"
"93";"Nike shox";"";"Mujer";"5170";"60000";"0";"37,39";"IMG-20260115-WA0160.jpg";"";"0";"";"Cali Pedidos"
"94";"NIKE DN";"";"";"";"65000";"0";"36-41";"IMG-20260115-WA0171.jpg";"";"0";"";"SUMBAWA"
"95";"NIKE NUEVA";"";"";"";"0";"0";"75,000,2688,40,41,42,44";"IMG-20260115-WA0172.jpg";"";"0";"";"SUMBAWA"
"96";"ADIDAS MACHETE";"";"";"";"0";"0";"75";"IMG-20260115-WA0173.jpg";"";"0";"";"SUMBAWA"
"97";"NIKE DN";"";"";"";"65000";"0";"36-39";"IMG-20260115-WA0174.jpg";"";"0";"";"SUMBAWA"
"98";"NIKE DN";"";"";"";"65000";"0";"36-39";"IMG-20260115-WA0175.jpg";"";"0";"";"SUMBAWA"
"99";"NIKE DN";"";"";"";"0";"0";"40-43";"IMG-20260115-WA0176.jpg";"";"0";"";"SUMBAWA"
"100";"NIKE VOMERO";"";"";"";"0";"0";"75,000,2664,40,41,42,44";"IMG-20260115-WA0177.jpg";"";"0";"";"SUMBAWA"
"101";"NEW BALANCE 2000";"";"";"";"0";"0";"2000,75,000,2683,40,41,42,44";"IMG-20260115-WA0178.jpg";"";"0";"";"SUMBAWA"
"102";"NIKE NUEVA";"";"";"";"0";"0";"40-44";"IMG-20260115-WA0179.jpg";"";"0";"";"SUMBAWA"
"103";"NIKE NUEVA";"";"";"";"0";"0";"75,000,2686,40,41,42";"IMG-20260115-WA0180.jpg";"";"0";"";"SUMBAWA"
"104";"NIKE NUEVA";"";"";"";"0";"0";"75,000,2687,40,41,42,44";"IMG-20260115-WA0181.jpg";"";"0";"";"SUMBAWA"
"105";"NIKE PEGASUS";"";"";"";"0";"0";"70";"IMG-20260115-WA0182.jpg";"";"0";"";"SUMBAWA"
"106";"NIKE VOMERO";"";"";"";"60000";"0";"36-39";"IMG-20260115-WA0183.jpg";"";"0";"";"SUMBAWA"
"107";"NIKE VOMERO";"";"";"";"0";"0";"70";"IMG-20260115-WA0184.jpg";"";"0";"";"SUMBAWA"
"108";"NIKE VOMERO";"";"";"";"0";"0";"70";"IMG-20260115-WA0185.jpg";"";"0";"";"SUMBAWA"
"109";"NIKE VOMERO";"";"";"";"65000";"0";"36-44";"IMG-20260115-WA0186.jpg";"";"0";"";"SUMBAWA"
"110";"NEW BALANCE 999";"";"";"";"0";"0";"999";"IMG-20260115-WA0187.jpg";"";"0";"";"SUMBAWA"
"111";"NIKE ZOOM PEGASUS";"";"";"";"0";"0";"60";"IMG-20260115-WA0188.jpg";"";"0";"";"SUMBAWA"
"112";"NIKE V2K RUN";"";"";"";"0";"0";"75";"IMG-20260115-WA0189.jpg";"";"0";"";"SUMBAWA"
"113";"NIKE CORTEZ";"";"";"";"0";"0";"70";"IMG-20260115-WA0190.jpg";"";"0";"";"SUMBAWA"
"114";"ADIDAS GAZELLE";"";"";"";"0";"0";"70";"IMG-20260115-WA0191.jpg";"";"0";"";"SUMBAWA"
"115";"BALENCIAGA TRIPLE S";"";"";"";"0";"0";"60";"IMG-20260116-WA0022.jpg";"";"0";"";"Cali Pedidos"
"116";"ARMANI EXCHANGE";"";"";"";"60000";"0";"60,000,2529,40,41,42";"IMG-20260116-WA0023.jpg";"";"0";"";"Cali Pedidos"
"117";"HUGO BOSS";"";"";"";"60000";"0";"60";"IMG-20260116-WA0024.jpg";"";"0";"";"Cali Pedidos"
"118";"AMIRI";"";"";"";"0";"0";"75";"IMG-20260116-WA0025.jpg";"";"0";"";"Cali Pedidos"
"119";"AMIRI";"";"";"";"0";"0";"36-39";"IMG-20260116-WA0026.jpg";"";"0";"";"Cali Pedidos"
"120";"NIKE BLAZER MID";"";"";"";"60000";"0";"60";"IMG-20260116-WA0027.jpg";"";"0";"";"Cali Pedidos"
"121";"NIKE CORRELATE";"";"";"";"50000";"0";"50,000,2058,36,37,39";"IMG-20260116-WA0028.jpg";"";"0";"";"Cali Pedidos"
"122";"NIKE AF1 1.1";"";"";"";"0";"0";"1";"IMG-20260116-WA0029.jpg";"";"0";"";"Cali Pedidos"
"123";"ADIDAS SAMBA";"";"";"";"50000";"0";"50";"IMG-20260116-WA0030.jpg";"";"0";"NO CAMBIO NO GARANTIA";"Cali Pedidos"
"124";"PUMA MIRAGE";"";"";"";"50000";"0";"50";"IMG-20260116-WA0031.jpg";"";"0";"NO CAMBIO NO GARANTIA";"Cali Pedidos"
"125";"NIKE AIRMAX";"";"";"";"0";"0";"60,000,2254,40,41,44";"IMG-20260116-WA0032.jpg";"";"0";"NO CAMBIO NO GARANTIA";"Cali Pedidos"
"126";"ON CLOUD";"";"";"";"0";"0";"40,41";"IMG-20260116-WA0033.jpg";"";"0";"NO CAMBIO NO GARANTIA";"Cali Pedidos"
"127";"CONVERSE";"";"";"";"0";"0";"60,000,2287,36,37,39";"IMG-20260116-WA0034.jpg";"";"0";"";"Cali Pedidos"
"128";"NIKE BAILLELI";"";"";"";"0";"0";"60";"IMG-20260116-WA0035.jpg";"";"0";"";"Cali Pedidos"
"129";"NIKE ZOOM";"";"Nino";"";"55000";"0";"55";"IMG-20260116-WA0036.jpg";"";"0";"";"Cali Pedidos"
"130";"NIKE ZOOM";"";"Nino";"";"55000";"0";"55";"IMG-20260116-WA0037.jpg";"";"0";"";"Cali Pedidos"
"131";"NIKE DN";"";"Nino";"";"55000";"0";"55";"IMG-20260116-WA0038.jpg";"";"0";"";"Cali Pedidos"
"132";"NIKE DN";"";"Nino";"";"55000";"0";"55";"IMG-20260116-WA0039.jpg";"";"0";"";"Cali Pedidos"
"133";"NIKE ZOOM";"";"";"";"60000";"0";"60";"IMG-20260116-WA0040.jpg";"";"0";"";"Cali Pedidos"
"134";"NIKE ZOOM";"";"";"";"60000";"0";"60";"IMG-20260116-WA0041.jpg";"";"0";"";"Cali Pedidos"
"135";"ASICS RUNNING";"";"";"";"60000";"0";"60";"IMG-20260116-WA0042.jpg";"";"0";"";"Cali Pedidos"
"136";"NIKE AIR MAX";"";"";"";"60000";"0";"60";"IMG-20260116-WA0043.jpg";"";"0";"";"Cali Pedidos"
"137";"NEW BALANCE FRESH X KAIHA";"";"";"";"75000";"0";"75";"IMG-20260116-WA0044.jpg";"";"0";"";"Cali Pedidos"
"138";"PUMA SUEDE ONE PIECE";"";"";"";"60000";"0";"40-43";"IMG-20260116-WA0045.jpg";"";"0";"";"Cali Pedidos"
"139";"HUGO BOSS";"";"";"";"60000";"0";"60";"IMG-20260116-WA0046.jpg";"";"0";"";"Cali Pedidos"
"140";"HUGO BOSS";"";"";"";"60000";"0";"60";"IMG-20260116-WA0047.jpg";"";"0";"";"Cali Pedidos"
"141";"HUGO BOSS";"";"";"";"60000";"0";"40,41";"IMG-20260116-WA0048.jpg";"";"0";"";"Cali Pedidos"
"142";"HUGO BOSS";"";"";"";"60000";"0";"40,41";"IMG-20260116-WA0049.jpg";"";"0";"";"Cali Pedidos"
"143";"VALENTINO";"";"";"";"60000";"0";"60";"IMG-20260116-WA0050.jpg";"";"0";"";"Cali Pedidos"
"144";"VALENTINO";"";"";"";"60000";"0";"60";"IMG-20260116-WA0051.jpg";"";"0";"";"Cali Pedidos"
"145";"HUGO BOSS";"";"";"";"60000";"0";"60";"IMG-20260116-WA0052.jpg";"";"0";"";"Cali Pedidos"
"146";"HUGO BOSS";"";"";"";"60000";"0";"60";"IMG-20260116-WA0053.jpg";"";"0";"";"Cali Pedidos"
"147";"HUGO BOSS";"";"";"";"60000";"0";"60";"IMG-20260116-WA0054.jpg";"";"0";"";"Cali Pedidos"
"148";"NIKE ZOOM ALPHAFLY";"";"";"";"55000";"0";"36-41";"IMG-20260116-WA0055.jpg";"";"0";"";"Cali Pedidos"
"149";"NIKE ZOOM ALPHAFLY";"";"";"";"55000";"0";"36-41";"IMG-20260116-WA0056.jpg";"";"0";"";"Cali Pedidos"
"150";"NIKE ZOOM ALPHAFLY";"";"";"";"55000";"0";"36-44";"IMG-20260116-WA0057.jpg";"";"0";"";"Cali Pedidos"
"151";"ARMANI EXCHANGE";"";"";"";"0";"0";"60";"IMG-20260116-WA0058.jpg";"";"0";"";"Cali Pedidos"
"152";"PUMA SUEDE XL";"";"Nino";"";"55000";"0";"55,000,2476,29,31,32,33";"IMG-20260116-WA0059.jpg";"";"0";"";"Cali Pedidos"
"153";"PUMA SUEDE XL";"";"Nino";"";"55000";"0";"29,31";"IMG-20260116-WA0060.jpg";"";"0";"";"Cali Pedidos"
"154";"NIKE ZOOM";"";"";"";"0";"0";"60";"IMG-20260116-WA0061.jpg";"";"0";"";"Cali Pedidos"
"155";"AMIRI";"";"";"";"0";"0";"36-39";"IMG-20260116-WA0062.jpg";"";"0";"";"Cali Pedidos"
"156";"NEW BALANCE 999";"";"";"";"0";"0";"999,60,000,2516,36,37,38";"IMG-20260116-WA0063.jpg";"";"0";"";"Cali Pedidos"
"157";"ARMANI EXCHANGE";"";"";"";"60000";"0";"60";"IMG-20260116-WA0064.jpg";"";"0";"";"Cali Pedidos"
"158";"! NIKE ZOOM X CABALLERO80.000 EURO 40 A 45 EURO !";"";"Hombre";"";"0";"0";"40";"IMG-20260116-WA0065.jpg";"";"0";"";"SUMBAWA"
"159";"! NIKE INITIATOR CABALLERO90.000 EURO 40 A 44!";"";"Hombre";"";"0";"0";"40";"IMG-20260116-WA0066.jpg";"";"0";"";"SUMBAWA"
"160";"! NIKE ZOOM X CABALLERO80.000 EURO 40 A 45 EURO !";"";"Hombre";"";"0";"0";"40";"IMG-20260116-WA0067.jpg";"";"0";"";"SUMBAWA"
"161";"! ADIDAS ULTRA BOOST DAMA80.000 EURO 36 A 40 EURO !";"";"Mujer";"";"0";"0";"36";"IMG-20260116-WA0068.jpg";"";"0";"";"SUMBAWA"
"162";"! ADIDAS ULTRA BOOST DAMA80.000 EURO 36 A 40 EURO !";"";"Mujer";"";"0";"0";"36";"IMG-20260116-WA0069.jpg";"";"0";"";"SUMBAWA"
"163";"NUEVA ADIDAS MCLAREN CABALLERO100.000 EURO 40 A 45 EURO RECARGA!";"";"Hombre";"";"0";"0";"40";"IMG-20260116-WA0070.jpg";"";"0";"";"SUMBAWA"
"164";"NUEVA ADIDAS MCLAREN CABALLERO100.000 EURO 40 A 45 EURO RECARGA!";"";"Hombre";"";"0";"0";"40";"IMG-20260116-WA0071.jpg";"";"0";"";"SUMBAWA"
"165";"! NIKE INITIATOR CABALLERO90.000 EURO 40 A 44!";"";"Hombre";"";"0";"0";"40";"IMG-20260116-WA0072.jpg";"";"0";"";"SUMBAWA"
"166";"! NIKE INITIATOR CABALLERO90.000 EURO 40 A 44!";"";"Hombre";"";"0";"0";"40";"IMG-20260116-WA0073.jpg";"";"0";"";"SUMBAWA"
"167";"! NUEVA ADIDAS CABALLERO90.000 EURO 40 A 45 EURO !";"";"Hombre";"";"0";"0";"40";"IMG-20260116-WA0074.jpg";"";"0";"";"SUMBAWA"
"168";"! NUEVA ADIDAS CABALLERO90.000 EURO 40 A 45 EURO !";"";"Hombre";"";"0";"0";"40";"IMG-20260116-WA0075.jpg";"";"0";"";"SUMBAWA"
"169";"! LACOSTE CABALLERO80.000 EURO 40 A 45 EURO !";"";"Hombre";"";"0";"0";"40";"IMG-20260116-WA0076.jpg";"";"0";"";"SUMBAWA"
"170";"! LACOSTE CABALLERO80.000 EURO 40 A 45 EURO !";"";"Hombre";"";"0";"0";"40";"IMG-20260116-WA0077.jpg";"";"0";"";"SUMBAWA"
"171";"NIKE DN";"";"Nino";"";"60000";"0";"60";"IMG-20260116-WA0098.jpg";"";"0";"";"SUMBAWA"
"172";"NIKE BAILLELI";"";"";"";"0";"0";"60";"IMG-20260116-WA0099.jpg";"";"0";"";"SUMBAWA"
"173";"NIKE TN LIGHT";"";"";"";"70000";"0";"70";"IMG-20260116-WA0100.jpg";"";"0";"";"SUMBAWA"
"174";"ADIDAS ADIZERO";"";"";"";"0";"0";"36-39";"IMG-20260116-WA0102.jpg";"";"0";"";"SUMBAWA"
"175";"NIKE PEGASUS TRAIL";"";"";"";"0";"0";"95";"IMG-20260116-WA0103.jpg";"";"0";"";"SUMBAWA"
"176";"NIKE PEGASUS TRAIL";"";"";"";"0";"0";"36-39";"IMG-20260116-WA0104.jpg";"";"0";"";"SUMBAWA"
"177";"ADIDAS ADISTAR";"";"";"";"0";"0";"36-39";"IMG-20260116-WA0105.jpg";"";"0";"";"SUMBAWA"
"178";"ADIDAS DURAMO SPEED";"";"";"";"0";"0";"36-39";"IMG-20260116-WA0106.jpg";"";"0";"";"SUMBAWA"
"179";"VANS KNU SKOOL";"";"";"";"95000";"0";"40-44";"IMG-20260116-WA0136.jpg";"";"0";"";"SUMBAWA"
"180";"PUMA CALIFORNIA";"";"";"";"95000";"0";"40-45";"IMG-20260116-WA0137.jpg";"";"0";"";"SUMBAWA"
"181";"NIKE ZOOM HAPPY";"";"";"";"80000";"0";"36-44";"IMG-20260116-WA0138.jpg";"";"0";"";"SUMBAWA"
"182";"NIKE AF1 BILLIE EILISH";"";"";"";"95000";"0";"36-44";"IMG-20260116-WA0139.jpg";"";"0";"";"SUMBAWA"
"183";"NIKE AF1 BILLIE EILISH";"";"";"";"95000";"0";"40-44";"IMG-20260116-WA0140.jpg";"";"0";"";"SUMBAWA"
"184";"NIKE ZOOM";"";"";"";"85000";"0";"90,000,2874,40,41,42,44,85,000";"IMG-20260116-WA0141.jpg";"";"0";"";"SUMBAWA"
"185";"NIKE ZOOM";"";"";"";"85000";"0";"40-44";"IMG-20260116-WA0142.jpg";"";"0";"";"SUMBAWA"
"186";"VANS OLD SKOOL";"";"";"";"90000";"0";"36-44";"IMG-20260116-WA0143.jpg";"";"0";"";"SUMBAWA"
"187";"VANS KNU SKOOL";"";"";"";"95000";"0";"36-44";"IMG-20260116-WA0144.jpg";"";"0";"";"SUMBAWA"
