"id";"name";"brand";"category";"ref";"price";"cost";"sizes";"image";"color";"stock";"note";"source"
"6651";"SUMBAWA STORE";"";"Mujer";"";"95000";"0";"36-39";"IMG-20260212-WA0712.jpg";"";"0";"";"SUMBAWA"
"6652";"SUMBAWA STORE";"";"Mujer";"";"95000";"0";"36-39";"IMG-20260212-WA0713.jpg";"";"0";"";"SUMBAWA"
"6653";"SUMBAWA STORE";"";"Mujer";"";"80000";"0";"36-39";"IMG-20260212-WA0714.jpg";"";"0";"";"SUMBAWA"
"6654";"SUMBAWA STORE";"";"Hombre";"";"85000";"0";"40-44";"IMG-20260212-WA0715.jpg";"";"0";"";"SUMBAWA"
"6655";"SUMBAWA STORE";"";"Hombre";"";"85000";"0";"40-44";"IMG-20260212-WA0716.jpg";"";"0";"";"SUMBAWA"
"6656";"SUMBAWA STORE";"";"Hombre";"";"90000";"0";"40-44";"IMG-20260212-WA0717.jpg";"";"0";"";"SUMBAWA"
"6657";"SUMBAWA STORE";"";"Hombre";"";"90000";"0";"40-44";"IMG-20260212-WA0718.jpg";"";"0";"";"SUMBAWA"
"6658";"SUMBAWA STORE";"";"Hombre";"";"85000";"0";"40-44";"IMG-20260212-WA0719.jpg";"";"0";"";"SUMBAWA"
"6659";"SUMBAWA STORE";"";"Hombre";"";"85000";"0";"40-44";"IMG-20260212-WA0720.jpg";"";"0";"";"SUMBAWA"
"6660";"SUMBAWA STORE";"";"Hombre";"";"85000";"0";"40-44";"IMG-20260212-WA0721.jpg";"";"0";"";"SUMBAWA"
"6661";"SUMBAWA STORE";"";"Hombre";"";"85000";"0";"40-44";"IMG-20260212-WA0722.jpg";"";"0";"";"SUMBAWA"
"6662";"SUMBAWA STORE";"";"Mujer";"";"85000";"0";"36-39";"IMG-20260212-WA0723.jpg";"";"0";"";"SUMBAWA"
"6663";"SUMBAWA STORE";"";"Hombre";"";"95000";"0";"40-44";"IMG-20260212-WA0724.jpg";"";"0";"";"SUMBAWA"
"6664";"SUMBAWA STORE";"";"Mujer";"";"80000";"0";"36-39";"IMG-20260212-WA0725.jpg";"";"0";"";"SUMBAWA"
"6665";"SUMBAWA STORE";"";"Mujer";"";"80000";"0";"36-39";"IMG-20260212-WA0726.jpg";"";"0";"";"SUMBAWA"
"6666";"SUMBAWA STORE";"";"Hombre";"";"80000";"0";"40-44";"IMG-20260212-WA0727.jpg";"";"0";"";"SUMBAWA"
"6667";"COACH DAMA $85";"";"Mujer";"";"85";"0";"85";"IMG-20260213-WA0099.jpg";"";"0";"";"SUMBAWA"
"6668";"LOUIS VUITTON DAMA $85";"";"Mujer";"";"85";"0";"85";"IMG-20260213-WA0100.jpg";"";"0";"";"SUMBAWA"
"6669";"LOUIS VUITTON DAMA $85";"";"Mujer";"";"85";"0";"85";"IMG-20260213-WA0101.jpg";"";"0";"";"SUMBAWA"
"6670";"LOUIS VUITTON DAMA $85";"";"Mujer";"";"85";"0";"85";"IMG-20260213-WA0102.jpg";"";"0";"";"SUMBAWA"
"6671";"TOKISHA DAMA $85";"";"Mujer";"";"85";"0";"85";"IMG-20260121-WA0062.jpg";"";"0";"";"SUMBAWA"
"6672";"PRADA DAMA $90";"";"Mujer";"";"90";"0";"90";"IMG-20260121-WA0069.jpg";"";"0";"";"SUMBAWA"
"6673";"CLEMONT HOMBRE $90";"";"Hombre";"";"90";"0";"90";"IMG-20260210-WA0654.jpg";"";"0";"";"SUMBAWA"
"6674";"CLEMONT HOMBRE $90";"";"Hombre";"";"90";"0";"90";"IMG-20260210-WA0655.jpg";"";"0";"";"SUMBAWA"
"6675";"NIKE KYRIE";"";"Hombre";"";"0";"0";"40-44";"IMG-20260213-WA0127.jpg";"";"0";"";"SUMBAWA"
"6676";"NIKE P6000";"";"";"";"0";"0";"36-40";"IMG-20260213-WA0128.jpg";"";"0";"";"SUMBAWA"
"6677";"ADIDAS ALPHA DAMA";"";"Mujer";"";"90000";"0";"90";"IMG-20260209-WA0107.jpg";"";"0";"";"SUMBAWA"
"6678";"NIKE TRAIL DAMA";"";"Mujer";"";"90000";"0";"90";"IMG-20260212-WA0039.jpg";"";"0";"";"SUMBAWA"
"6679";"ON CLOUD DAMA";"";"Mujer";"";"90000";"0";"90";"IMG-20260209-WA0110.jpg";"";"0";"";"SUMBAWA"
"6680";"ADIDAS ULTRABOOST DAMA";"";"Mujer";"";"85000";"0";"85";"IMG-20260209-WA0108.jpg";"";"0";"";"SUMBAWA"
"6681";"ASICS DAMA";"";"Mujer";"";"85000";"0";"85";"IMG-20260212-WA0037.jpg";"";"0";"";"SUMBAWA"
"6682";"NIKE ZOOM DAMA Y HOMBRE";"";"Mujer";"";"85000";"0";"36-44";"IMG-20260209-WA0116.jpg";"";"0";"";"SUMBAWA"
"6683";"ON CLOUD HOMBRE Y DAMA";"";"Mujer";"";"90000";"0";"90";"IMG-20260212-WA0036.jpg";"";"0";"";"SUMBAWA"
"6684";"ASICS  DAMA";"";"Mujer";"";"85000";"0";"85";"IMG-20260212-WA0038.jpg";"";"0";"";"SUMBAWA"
"6685";"NEW BALANCE 574 DAMA";"";"Mujer";"";"90000";"0";"574";"IMG-20260202-WA0094.jpg";"";"0";"";"SUMBAWA"
"6686";"ADIDAS RUNING HOMBRE";"";"Hombre";"";"95000";"0";"95";"IMG-20260212-WA0040.jpg";"";"0";"";"SUMBAWA"
"6687";"JOURNEY DAMA";"";"Mujer";"";"95000";"0";"95";"IMG-20260210-WA0813.jpg";"";"0";"";"SUMBAWA"
"6688";"ADIDAS EQPAMENT HOMBRE";"";"Hombre";"";"95000";"0";"40-44";"IMG-20260209-WA0119.jpg";"";"0";"";"SUMBAWA"
"6689";"NEW BALANCE 9060 HOMBRE";"";"Hombre";"";"95000";"0";"9060";"IMG-20260210-WA0814.jpg";"";"0";"";"SUMBAWA"
"6690";"ON CLOUD HOMBRE";"";"Hombre";"";"90000";"0";"90";"IMG-20260209-WA0109.jpg";"";"0";"";"SUMBAWA"
"6691";"NIKE TN HOMBRE Y DAMA";"";"Mujer";"";"90000";"0";"90";"IMG-20260210-WA0811.jpg";"";"0";"";"SUMBAWA"
"6692";"NIKE TRAIL HOMBRE Y DAMA";"";"Mujer";"";"90000";"0";"90";"IMG-20260213-WA0129.jpg";"";"0";"";"SUMBAWA"
"6693";"ADIDAS UPAC DAMA";"";"Mujer";"";"9000";"0";"36-39";"IMG-20260209-WA0111.jpg";"";"0";"";"SUMBAWA"
"6694";"ADIDAS UPAC HOMBRE";"";"Hombre";"";"90000";"0";"40-44";"IMG-20260209-WA0117.jpg";"";"0";"";"SUMBAWA"
"6695";"NIKE AIR MAX HOMBRE";"";"Hombre";"";"95000";"0";"40";"IMG-20260209-WA0112.jpg";"";"0";"";"SUMBAWA"
"6696";"NIKE FOR ONE CHAROL HOMBRE";"";"Hombre";"";"85000";"0";"40-44";"IMG-20260210-WA0796.jpg";"";"0";"";"SUMBAWA"
"6697";"ADIDAS BOUNCE HOMBRE";"";"Hombre";"";"95000";"0";"40,41,42,43,44";"IMG-20260210-WA0793.jpg";"";"0";"";"SUMBAWA"
"6698";"NIKE JOURNEY  HOMBRE";"";"Hombre";"";"95000";"0";"40-44";"IMG-20260209-WA0118.jpg";"";"0";"";"SUMBAWA"
"6699";"ADIDAS SUPERMAGMA HOMBRE";"";"Hombre";"";"100000";"0";"100";"IMG-20260210-WA0798.jpg";"";"0";"";"SUMBAWA"
"6700";"NIKE ZOOMX HOMBRE";"";"Hombre";"";"90000";"0";"40-44";"IMG-20260209-WA0122.jpg";"";"0";"";"SUMBAWA"
"6701";"ADIDAS BOUNCE  DAMA";"";"Mujer";"";"90000";"0";"36-39";"IMG-20260209-WA0115.jpg";"";"0";"";"SUMBAWA"
"6702";"DOLCE & GABBANA";"";"";"";"95000";"0";"36,37,38,39";"IMG-20260210-WA0787.jpg";"";"0";"";"SUMBAWA"
"6703";"NIKE PAYASO HOMBRE  Y DAMA";"";"Mujer";"";"95000";"0";"95";"IMG-20260213-WA0146.jpg";"";"0";"";"SUMBAWA"
"6704";"NIKE BAPPE";"";"";"";"90000";"0";"40,41,42,43,44";"IMG-20260213-WA0147.jpg";"";"0";"";"SUMBAWA"
"6705";"NIKE BAPPE";"";"";"";"90000";"0";"40,41,42,43,44";"IMG-20260213-WA0148.jpg";"";"0";"";"SUMBAWA"
"6706";"VANS  HOMBRE";"";"Hombre";"";"100000";"0";"40-44";"IMG-20260213-WA0149.jpg";"";"0";"";"SUMBAWA"
"6707";"NIKE TABLA HOMBRE";"";"Hombre";"";"85000";"0";"40-44";"IMG-20260210-WA0794.jpg";"";"0";"";"SUMBAWA"
"6708";"NIKE TABLA HOMBRE";"";"Hombre";"";"85000";"0";"40-44";"IMG-20260209-WA0121.jpg";"";"0";"";"SUMBAWA"
"6709";"SL BAD BUNNY";"";"";"6861";"0";"0";"36-39";"IMG-20260213-WA0237.jpg";"";"0";"NO CAMBIO NO GARANTIA";"SUMBAWA"
"6710";"SANDALIAS COACH";"";"";"6830";"0";"0";"36";"IMG-20260213-WA0238.jpg";"";"0";"NO CAMBIO NO GARANTIA";"SUMBAWA"
"6711";"SANDALIAS COACH";"";"";"6829";"0";"0";"36";"IMG-20260126-WA0576.jpg";"";"0";"NO CAMBIO NO GARANTIA";"SUMBAWA"
"6712";"SANDALIAS COACH";"";"";"6831";"0";"0";"36";"IMG-20260213-WA0239.jpg";"";"0";"NO CAMBIO NO GARANTIA";"SUMBAWA"
"6713";"SANDALIAS COACH";"";"";"6832";"0";"0";"36";"IMG-20260213-WA0240.jpg";"";"0";"NO CAMBIO NO GARANTIA";"SUMBAWA"
"6714";"SANDALIAS BURBERRY";"";"";"6776";"0";"0";"36";"IMG-20260213-WA0241.jpg";"";"0";"NO CAMBIO NO GARANTIA";"SUMBAWA"
"6715";"SANDALIAS CHANEL";"";"";"6791";"0";"0";"36";"IMG-20260213-WA0242.jpg";"";"0";"NO CAMBIO NO GARANTIA";"SUMBAWA"
"6716";"SANDALIAS CHANEL";"";"";"6798";"0";"0";"36";"IMG-20260213-WA0243.jpg";"";"0";"NO CAMBIO NO GARANTIA";"SUMBAWA"
"6717";"ADIDAS ULTRABOOST";"";"";"6838";"0";"0";"36";"IMG-20260213-WA0244.jpg";"";"0";"NO CAMBIO NO GARANTIA";"SUMBAWA"
"6718";"NIKE ZOOM";"";"";"1847";"0";"0";"36";"IMG-20260213-WA0245.jpg";"";"0";"NO CAMBIO NO GARANTIA";"SUMBAWA"
"6719";"NIKE TN KIDS";"";"Nino";"6821";"0";"0";"22";"IMG-20260213-WA0246.jpg";"";"0";"NO CAMBIO NO GARANTIA";"SUMBAWA"
"6720";"NIKE NOCTA";"";"";"1914";"0";"0";"40";"IMG-20260204-WA0036.jpg";"";"0";"NO CAMBIO NO GARANTIA";"SUMBAWA"
"6721";"NEW BALANCE REBEL V5";"";"";"6839";"0";"0";"40";"IMG-20260213-WA0247.jpg";"";"0";"NO CAMBIO NO GARANTIA";"SUMBAWA"
"6722";"NEW BALANCE 1906A";"";"";"6815";"0";"0";"43";"IMG-20260213-WA0248.jpg";"";"0";"NO CAMBIO NO GARANTIA";"SUMBAWA"
"6723";"CALVIN KLEIN";"";"";"1942";"0";"0";"40";"IMG-20260131-WA0001.jpg";"";"0";"NO CAMBIO NO GARANTIA";"SUMBAWA"
"6724";"NIKE VOMERO";"";"";"1711";"0";"0";"41";"IMG-20260213-WA0249.jpg";"";"0";"NO CAMBIO NO GARANTIA";"SUMBAWA"
"6725";"VANS KNU";"";"";"1392";"0";"0";"41";"IMG-20260213-WA0250.jpg";"";"0";"NO CAMBIO NO GARANTIA";"SUMBAWA"
"6726";"HUGO BOSS";"";"";"";"90000";"0";"40-44";"IMG-20260122-WA0205.jpg";"";"0";"";"SUMBAWA"
"6727";"HUGO BOSS";"";"";"";"90000";"0";"40-43";"IMG-20260122-WA0204.jpg";"";"0";"";"SUMBAWA"
"6728";"HUGO BOSS";"";"";"";"90000";"0";"40-44";"IMG-20260125-WA0074.jpg";"";"0";"";"SUMBAWA"
"6729";"ON CLOUD";"";"";"";"90000";"0";"36-39";"IMG-20260122-WA0208.jpg";"";"0";"";"SUMBAWA"
"6730";"ON CLOUD";"";"";"";"90000";"0";"36-39";"IMG-20260122-WA0207.jpg";"";"0";"";"SUMBAWA"
"6731";"ON CLOUD";"";"";"";"90000";"0";"36-43";"IMG-20260122-WA0209.jpg";"";"0";"";"SUMBAWA"
"6732";"ON CLOUD";"";"";"";"90000";"0";"36-44";"IMG-20260122-WA0210.jpg";"";"0";"";"SUMBAWA"
"6733";"ON CLOUD";"";"";"";"90000";"0";"40-44";"IMG-20260122-WA0217.jpg";"";"0";"";"SUMBAWA"
"6734";"ON CLOUD";"";"";"";"90000";"0";"36-44";"IMG-20260122-WA0211.jpg";"";"0";"";"SUMBAWA"
"6735";"NEW BALANCE 574";"";"";"";"90000";"0";"40-44";"IMG-20260123-WA0071.jpg";"";"0";"";"SUMBAWA"
"6736";"NEW BALANCE 574";"";"";"";"90000";"0";"40-44";"IMG-20260123-WA0072.jpg";"";"0";"";"SUMBAWA"
"6737";"NEW BALANCE 574";"";"";"";"90000";"0";"574,90,000,2904,37,38,39";"IMG-20260122-WA0218.jpg";"";"0";"";"SUMBAWA"
"6738";"NEW BALANCE 574";"";"";"";"85000";"0";"36-39";"IMG-20260122-WA0220.jpg";"";"0";"";"SUMBAWA"
"6739";"NEW BALANCE 574";"";"";"";"85000";"0";"36-39";"IMG-20260122-WA0219.jpg";"";"0";"";"SUMBAWA"
"6740";"NEW BALANCE 574";"";"";"";"85000";"0";"36-39";"IMG-20260122-WA0221.jpg";"";"0";"";"SUMBAWA"
"6741";"NEW BALANCE 574";"";"";"";"85000";"0";"36-39";"IMG-20260122-WA0222.jpg";"";"0";"";"SUMBAWA"
"6742";"FILA ZAGATO";"";"Mujer";"";"95000";"0";"36-44";"IMG-20260123-WA0044.jpg";"";"0";"";"SUMBAWA"
"6743";"FILA ZAGATO";"";"Hombre";"";"90000";"0";"40-43";"IMG-20260123-WA0043.jpg";"";"0";"";"SUMBAWA"
"6744";"ASICS GEL";"";"";"";"90000";"0";"40-44";"IMG-20260124-WA0005.jpg";"";"0";"";"SUMBAWA"
"6745";"ASICS GEL";"";"";"";"90000";"0";"40-44";"IMG-20260124-WA0006.jpg";"";"0";"";"SUMBAWA"
"6746";"ASICS GEL";"";"";"";"90000";"0";"40-44";"IMG-20260123-WA0095.jpg";"";"0";"";"SUMBAWA"
"6747";"NEW BALANCE 999";"";"";"";"75000";"0";"36-39";"IMG-20260130-WA0188.jpg";"";"0";"";"SUMBAWA"
"6748";"OFF WHITE";"";"";"";"90000";"0";"40-44";"IMG-20260124-WA0004.jpg";"";"0";"";"SUMBAWA"
"6749";"ADIDAS ADIZERO";"";"";"";"85000";"0";"36-39";"IMG-20260125-WA0030.jpg";"";"0";"";"SUMBAWA"
"6750";"ADIDAS ADIZERO";"";"";"";"85000";"0";"40-44";"IMG-20260125-WA0031.jpg";"";"0";"";"SUMBAWA"
"6751";"JORDAN R4";"";"";"";"85000";"0";"36-39";"IMG-20260125-WA0032.jpg";"";"0";"";"SUMBAWA"
"6752";"NEW BALANCE 740";"";"";"";"80000";"0";"36-39";"IMG-20260125-WA0034.jpg";"";"0";"";"SUMBAWA"
"6753";"REEBOK CLASSIC";"";"";"";"85000";"0";"85,000,2941,40,41,42";"IMG-20260125-WA0035.jpg";"";"0";"";"SUMBAWA"
"6754";"VANS OLD SKOOL";"";"";"";"85000";"0";"85";"IMG-20260116-WA0143.jpg";"";"0";"";"SUMBAWA"
"6755";"VANS KNU SKOOL";"";"Mujer";"";"85000";"0";"36-39";"IMG-20260116-WA0144.jpg";"";"0";"";"SUMBAWA"
"6756";"VANS KNU SKOOL";"";"";"";"85000";"0";"41-44";"IMG-20260116-WA0145.jpg";"";"0";"";"SUMBAWA"
"6757";"VANS KNU SKOOL";"";"";"";"85000";"0";"40-44";"IMG-20260116-WA0136.jpg";"";"0";"";"SUMBAWA"
"6758";"NIKE JUNIPER TRAIL 2";"";"";"";"85000";"0";"40-44";"IMG-20260124-WA0019.jpg";"";"0";"";"SUMBAWA"
"6759";"NIKE JUNIPER TRAIL 2";"";"";"";"85000";"0";"40-44";"IMG-20260124-WA0012.jpg";"";"0";"";"SUMBAWA"
"6760";"ADIDAS BOUNCE";"";"";"";"80000";"0";"36-39";"IMG-20260124-WA0024.jpg";"";"0";"";"SUMBAWA"
"6761";"VALENTINO";"";"";"";"90000";"0";"40-44";"IMG-20260124-WA0007.jpg";"";"0";"";"SUMBAWA"
"6762";"VALENTINO";"";"";"";"90000";"0";"90,000,2437,40,41,42,80,000";"IMG-20260124-WA0008.jpg";"";"0";"";"SUMBAWA"
"6763";"VALENTINO";"";"";"";"90000";"0";"40-44";"IMG-20260119-WA0067.jpg";"";"0";"";"SUMBAWA"
"6764";"VANS UPLAND";"";"";"";"90000";"0";"90";"IMG-20260124-WA0015.jpg";"";"0";"";"SUMBAWA"
"6765";"NIKE AIR MAX TAILWIND";"";"";"";"100000";"0";"40-44";"IMG-20260122-WA0212.jpg";"";"0";"";"SUMBAWA"
"6766";"NIKE AIR MAX TAILWIND";"";"";"";"100000";"0";"100";"IMG-20260122-WA0216.jpg";"";"0";"";"SUMBAWA"
"6767";"ASICS GEL";"";"";"";"80000";"0";"36-39";"IMG-20260122-WA0213.jpg";"";"0";"";"SUMBAWA"
"6768";"NIKE P6000";"";"";"";"85000";"0";"36-39";"IMG-20260201-WA0144.jpg";"";"0";"";"SUMBAWA"
"6769";"NIKE VOMERO";"";"";"";"75000";"0";"40-44";"IMG-20260130-WA0189.jpg";"";"0";"";"SUMBAWA"
"6770";"NIKE TN";"";"";"";"85000";"0";"36-39";"IMG-20260122-WA0203.jpg";"";"0";"";"SUMBAWA"
"6771";"NIKE ZOOM";"";"";"";"75000";"0";"36-39";"IMG-20260116-WA0149.jpg";"";"0";"";"SUMBAWA"
"6772";"NIKE ZOOM";"";"";"";"75000";"0";"36-39";"IMG-20260116-WA0148.jpg";"";"0";"";"SUMBAWA"
"6773";"NIKE ZOOM";"";"";"";"75000";"0";"85,000,2873,40,41,42,75,000";"IMG-20260116-WA0150.jpg";"";"0";"";"SUMBAWA"
"6774";"NIKE ZOOM";"";"";"";"75000";"0";"85,000,2874,40,41,42,44,75,000";"IMG-20260116-WA0141.jpg";"";"0";"";"SUMBAWA"
"6775";"NIKE ZOOM";"";"";"";"75000";"0";"40-44";"IMG-20260116-WA0142.jpg";"";"0";"";"SUMBAWA"
"6776";"CAROLINA HERRERA";"";"";"";"60000";"0";"40-44";"IMG-20260201-WA0140.jpg";"";"0";"";"SUMBAWA"
"6777";"CAROLINA HERRERA";"";"";"";"60000";"0";"40-44";"IMG-20260201-WA0141.jpg";"";"0";"";"SUMBAWA"
"6778";"CAROLINA HERRERA";"";"";"";"60000";"0";"40-44";"IMG-20260201-WA0142.jpg";"";"0";"";"SUMBAWA"
"6779";"CAROLINA HERRERA";"";"";"";"60000";"0";"40-44";"IMG-20260117-WA0009.jpg";"";"0";"";"SUMBAWA"
"6780";"ADIDAS DRAGON";"";"";"";"0";"0";"75,000,2835,40,41,42";"IMG-20260130-WA0236.jpg";"";"0";"";"SUMBAWA"
"6781";"ADIDAS DRAGON";"";"";"";"0";"0";"40-43";"IMG-20260130-WA0237.jpg";"";"0";"";"SUMBAWA"
"6782";"ADIDAS DRAGON";"";"";"";"0";"0";"75";"IMG-20260130-WA0238.jpg";"";"0";"";"SUMBAWA"
"6783";"ADIDAS ADISTAR";"";"";"";"0";"0";"80";"IMG-20260130-WA0246.jpg";"";"0";"";"SUMBAWA"
"6784";"PUMA EASY II";"";"";"1834";"0";"0";"41-44";"IMG-20260213-WA0400.jpg";"";"0";"NO CAMBIO NO GARANTIA";"SUMBAWA"
"6785";"ADISTAR";"";"";"1493";"0";"0";"40-43";"IMG-20260206-WA0200.jpg";"";"0";"";"SUMBAWA"
"6786";"ADISTAR";"";"";"1494";"0";"0";"40-44";"IMG-20260210-WA0823.jpg";"";"0";"";"SUMBAWA"
"6787";"ADISTAR";"";"";"2097";"0";"0";"40-44";"IMG-20260210-WA0825.jpg";"";"0";"";"SUMBAWA"
"6788";"NIKE PEGAZUS 41";"";"";"1981";"0";"0";"40-44";"IMG-20260201-WA0056.jpg";"";"0";"";"SUMBAWA"
"6789";"NIKE PEGAZUS 41";"";"";"1982";"0";"0";"40-44";"IMG-20260205-WA0142.jpg";"";"0";"";"SUMBAWA"
"6790";"PEGAZUS I";"";"";"2052";"0";"0";"40-44";"IMG-20260205-WA0143.jpg";"";"0";"";"SUMBAWA"
"6791";"PEGAZUS I";"";"";"1644";"0";"0";"40-43";"IMG-20260205-WA0144.jpg";"";"0";"";"SUMBAWA"
"6792";"PEGAZUS I";"";"";"1642";"0";"0";"36-39";"IMG-20260205-WA0145.jpg";"";"0";"";"SUMBAWA"
"6793";"PEGAZUS I";"";"";"1643";"0";"0";"40-44";"IMG-20260213-WA0401.jpg";"";"0";"";"SUMBAWA"
"6794";"PEGAZUS II";"";"";"1675";"0";"0";"40-44";"IMG-20260205-WA0148.jpg";"";"0";"";"SUMBAWA"
"6795";"ADIDAS PLATAFORMA";"";"";"1983";"0";"0";"36-39";"IMG-20260212-WA0513.jpg";"";"0";"";"SUMBAWA"
"6796";"ADIDAS PLATAFORMA";"";"";"1984";"0";"0";"36-44";"IMG-20260208-WA0021.jpg";"";"0";"";"SUMBAWA"
"6797";"ADIDAS PLATAFORMA";"";"";"1986";"0";"0";"36-39";"IMG-20260208-WA0022.jpg";"";"0";"";"SUMBAWA"
"6798";"ADIDAS PLATAFORMA";"";"";"1987";"0";"0";"36-39";"IMG-20260212-WA0514.jpg";"";"0";"";"SUMBAWA"
"6799";"ADIDAS PLATAFORMA";"";"";"1988";"0";"0";"36-39";"IMG-20260208-WA0024.jpg";"";"0";"";"SUMBAWA"
"6800";"NIKE VOMERO";"";"";"1989";"0";"0";"36-39";"IMG-20260213-WA0402.jpg";"";"0";"";"SUMBAWA"
"6801";"NIKE WILDHORSE";"";"";"2003";"0";"0";"40-44";"IMG-20260208-WA0075.jpg";"";"0";"";"SUMBAWA"
"6802";"POLO RALPH LAUREN";"";"";"2076";"0";"0";"40-44";"IMG-20260208-WA0027.jpg";"";"0";"";"SUMBAWA"
"6803";"POLO RALPH LAUREN";"";"";"2077";"0";"0";"40-44";"IMG-20260213-WA0403.jpg";"";"0";"";"SUMBAWA"
"6804";"POLO RALPH LAUREN";"";"";"2079";"0";"0";"40-44";"IMG-20260213-WA0404.jpg";"";"0";"";"SUMBAWA"
"6805";"ZOOM HAPPY";"";"";"1576";"0";"0";"40-43";"IMG-20260129-WA0101.jpg";"";"0";"";"SUMBAWA"
"6806";"ADIDAS PUREBOOST";"";"";"6836";"0";"0";"36-44";"IMG-20260208-WA0032.jpg";"";"0";"";"SUMBAWA"
"6807";"ADIDAS CLOUDFOAM";"";"";"1928";"0";"0";"40-43";"IMG-20260213-WA0405.jpg";"";"0";"";"SUMBAWA"
"6808";"ADIDAS SL-72";"";"";"1378";"0";"0";"36-44";"IMG-20260211-WA0631.jpg";"";"0";"";"SUMBAWA"
"6809";"ADIDAS SL-72 COW";"";"";"2053";"0";"0";"36-39";"IMG-20260206-WA0187.jpg";"";"0";"";"SUMBAWA"
"6810";"ADIDAS SL-72";"";"";"2054";"0";"0";"36-39";"IMG-20260203-WA0129.jpg";"";"0";"";"SUMBAWA"
"6811";"ADIDAS SL-72";"";"";"2056";"0";"0";"40-44";"IMG-20260206-WA0188.jpg";"";"0";"";"SUMBAWA"
"6812";"NIKE INITIATOR";"";"";"559";"0";"0";"40-43";"IMG-20260209-WA0082.jpg";"";"0";"";"SUMBAWA"
"6813";"NIKE INITIATOR";"";"";"2025";"0";"0";"40-44";"IMG-20260209-WA0083.jpg";"";"0";"";"SUMBAWA"
"6814";"NIKE 7 CMARAS";"";"";"1971";"0";"0";"36-39";"IMG-20260130-WA0271.jpg";"";"0";"";"SUMBAWA"
"6815";"HUGO BOSS";"";"";"1948";"0";"0";"40-44";"IMG-20260126-WA0541.jpg";"";"0";"";"SUMBAWA"
"6816";"HUGO BOSS";"";"";"1946";"0";"0";"40-44";"IMG-20260126-WA0542.jpg";"";"0";"";"SUMBAWA"
"6817";"HUGO BOSS";"";"";"1947";"0";"0";"40-44";"IMG-20260126-WA0543.jpg";"";"0";"";"SUMBAWA"
"6818";"HUGO BOSS";"";"";"93";"0";"0";"40-44";"IMG-20260203-WA0156.jpg";"";"0";"";"SUMBAWA"
"6819";"BOSS TTNM EVO";"";"";"2069";"0";"0";"40-44";"IMG-20260129-WA0308.jpg";"";"0";"";"SUMBAWA"
"6820";"BOSS TTNM EVO";"";"";"2070";"0";"0";"40-44";"IMG-20260129-WA0309.jpg";"";"0";"";"SUMBAWA"
"6821";"BOSS TTNM EVO";"";"";"2071";"0";"0";"40-44";"IMG-20260129-WA0310.jpg";"";"0";"";"SUMBAWA"
"6822";"BOSS TTNM EVO";"";"";"2072";"0";"0";"40-44";"IMG-20260129-WA0311.jpg";"";"0";"";"SUMBAWA"
"6823";"BOSS TTNM EVO";"";"";"2073";"0";"0";"40-44";"IMG-20260129-WA0312.jpg";"";"0";"";"SUMBAWA"
"6824";"BOSS TTNM EVO";"";"";"2074";"0";"0";"40-44";"IMG-20260129-WA0313.jpg";"";"0";"";"SUMBAWA"
"6825";"HUGO BOSS";"";"";"1580";"0";"0";"40-43";"IMG-20260203-WA0158.jpg";"";"0";"";"SUMBAWA"
"6826";"HUGO BOSS";"";"";"2090";"0";"0";"40-44";"IMG-20260126-WA0548.jpg";"";"0";"";"SUMBAWA"
"6827";"NIKE SACAI";"";"";"1917";"0";"0";"36-39";"IMG-20260209-WA0094.jpg";"";"0";"";"SUMBAWA"
"6828";"DIESEL SKATE";"";"";"830";"0";"0";"40-43";"IMG-20260126-WA0560.jpg";"";"0";"";"SUMBAWA"
"6829";"SPER STAR ADICOLOR";"";"";"1929";"0";"0";"40-44";"IMG-20260209-WA0095.jpg";"";"0";"";"SUMBAWA"
"6830";"NIKE INTERNACIONAL";"";"";"1912";"0";"0";"36-39";"IMG-20260126-WA0562.jpg";"";"0";"";"SUMBAWA"
"6831";"NIKE NOCTA";"";"";"1887";"0";"0";"36-39";"IMG-20260213-WA0406.jpg";"";"0";"";"SUMBAWA"
"6832";"ADIDAS SAMOA";"";"";"1891";"0";"0";"40-43";"IMG-20260126-WA0564.jpg";"";"0";"";"SUMBAWA"
"6833";"DOLCE GABBANA SORRENTO";"";"";"6694";"0";"0";"36-44";"IMG-20260208-WA0031.jpg";"";"0";"";"SUMBAWA"
"6834";"BOTA UNDER HOVR";"";"";"1683";"0";"0";"40-44";"IMG-20260202-WA0125.jpg";"";"0";"";"SUMBAWA"
"6835";"UNDER ARMOUR STORM";"";"";"1877";"0";"0";"40-43";"IMG-20260210-WA0822.jpg";"";"0";"";"SUMBAWA"
"6836";"UNDER ARMOUR STORM";"";"";"1878";"0";"0";"40-44";"IMG-20260208-WA0046.jpg";"";"0";"";"SUMBAWA"
"6837";"ARMANI EXCHANGE";"";"";"1955";"0";"0";"40-43";"IMG-20260126-WA0526.jpg";"";"0";"";"SUMBAWA"
"6838";"ARMANI EXCHANGE";"";"";"541";"0";"0";"40-43";"IMG-20260130-WA0262.jpg";"";"0";"";"SUMBAWA"
"6839";"ARMANI EXCHANGE";"";"";"2026";"0";"0";"40-43";"IMG-20260126-WA0528.jpg";"";"0";"";"SUMBAWA"
"6840";"ARMANI EXCHANGE";"";"";"1921";"0";"0";"40-44";"IMG-20260130-WA0260.jpg";"";"0";"";"SUMBAWA"
